index,f1,f2,f3,y
79,-286.75507597906767,5930.2915904178935,6.2635238321585955,1.0
80,79.5709520204537,-5608.053894454671,2.817281986823417,0.0
81,141.51427867537348,9686.91990565662,0.3959376159353657,0.0
82,-116.15602181090986,-1597.6161029372179,8.271769642267898,1.0
83,-46.85063608278154,2515.8335560708774,7.802489331646875,1.0
84,782.9233437542581,2373.5908790030608,9.35019283779434,1.0
85,-60.26401006207232,12332.663250568748,6.039368151529514,1.0
86,-8.20436728705144,-9111.944316607727,6.370015336000248,1.0
87,301.80357690249826,-6808.478447051682,8.191910731902924,1.0
88,-592.2597073435652,-2189.0078281836077,7.841906521397995,1.0
89,675.1181225628737,-180.03136583552913,0.6226119512715321,0.0
90,1019.3249638909662,1705.548394180503,9.90112559997311,1.0
91,365.16919264666797,9226.876404080751,1.140545683842844,0.0
92,105.2820774457252,-8332.245381641475,8.883644875866652,1.0
93,343.1849855752041,-1879.409941937756,7.146037857324621,1.0
94,189.6985076424249,6457.851180106564,4.042569643865034,0.0
95,-181.97553142413275,9698.580542444999,5.521060771781179,0.0
96,-388.21000965972434,1523.6577969726613,4.9431514599123325,1.0
97,-606.3579651630463,13611.235422487618,8.137688519515708,1.0
98,-616.6681827388568,-7529.258207981198,2.406609471410308,0.0
99,-290.5121816581802,-8035.597439733503,4.92259875285957,0.0
100,-857.4840394553398,19168.73050137829,6.779970443800309,1.0
101,447.8552789143672,11159.177430544314,1.1932394083966935,0.0
102,526.7211067495684,-1845.53087295694,9.725576578020652,1.0
103,-683.9914235872546,9451.722951501408,3.5172286895579092,0.0
104,21.564132457916873,-11916.015220170273,9.721812494921402,1.0
105,616.3125306876235,-10117.708924413113,8.738153531855412,1.0
106,656.8118526305806,4538.632464913558,8.349849282413324,1.0
107,-377.5722126799401,-9903.598125369423,8.307723882197292,1.0
108,-117.21349324338213,3325.7364137911813,9.448426050376062,1.0
109,730.7124314014169,-19633.527230608386,2.8637232715827543,0.0
110,165.12432101825138,2184.8574030549266,8.292597707541749,1.0
111,-639.019428434815,20710.419840997867,1.4070017567681492,0.0
112,-258.2135416896793,4178.529016277789,0.08598643660868932,0.0
113,-844.4278062982878,-26447.020087117904,0.12276218728961452,0.0
114,318.02118095037065,15467.227831848326,7.6627279429440875,1.0
115,-714.5989122819199,-7920.085349741302,1.5263833808857974,0.0
116,-269.9026170359452,-360.4413978246821,6.672460972170045,1.0
117,-597.4978235825321,-2448.7777526704567,2.3200922971038986,0.0
118,-231.488262875684,3650.290475542877,7.455114526618866,1.0
119,-213.22562841338768,21139.484288715812,7.296672935684217,1.0
120,625.2974763355962,3971.028533972679,9.93376887215953,1.0
121,984.877843146714,-7687.039780406886,8.957690978124731,1.0
122,26.030574082077603,-7672.657684253403,6.091230796206412,1.0
123,-670.3612595266165,12352.839565320792,9.690682848029669,1.0
124,82.73042934248602,-2866.792295485465,3.387935245189696,0.0
125,552.6158218776682,-1782.5877901924955,6.479586431454637,1.0
126,372.6205009076023,-10293.205038920285,3.7582965982394527,0.0
127,-83.32766509843674,-4740.500287355368,0.19623927461634327,0.0
128,-184.38323525251187,4437.899357173255,1.4092655413812796,0.0
129,165.16511541196473,-600.5427228841176,8.165842825023201,1.0
130,60.76747712266814,8789.913665378917,1.8201532724487826,0.0
131,-119.16938998503927,5939.718413822962,7.9470264998784526,1.0
132,-381.5787140556759,22500.388694636047,3.8139848777348617,0.0
133,-137.94691771790323,1385.256848148303,7.062024384012203,1.0
134,254.33045588826855,11016.615633153948,0.0767631465073859,0.0
135,320.0355613478909,3740.2748602957226,3.2131980460069776,0.0
136,115.81596493969046,5761.55762732394,9.464957516607267,1.0
137,437.0962995331078,6215.366311465468,1.9098268380649552,0.0
138,245.76008892780084,-869.0503419184896,6.619670592201812,1.0
139,30.85176997099716,7422.374790123703,4.633421949081286,0.0
140,-247.77969449506125,9225.65747224075,9.34678087778812,1.0
141,-1088.4217539205893,3206.303469311343,3.9477551780436784,0.0
142,-425.3538851106422,-7537.642986625309,9.13438083525427,1.0
143,96.07934866431715,6778.8755201142085,0.6610012638058349,0.0
144,0.23018402170371746,-8648.401862777166,8.780378863572496,1.0
145,693.3463375726385,-8193.46469216512,4.965215103178233,0.0
146,-360.2526970928814,-1035.2640419861195,2.7958056271369607,0.0
147,-315.9082480346598,-4740.0828222374,0.24314118325545864,0.0
148,-133.3080077267936,9115.943434459272,0.14774546066678385,0.0
149,-602.2935554322771,2768.6372232096355,0.8283574195758248,0.0
150,-209.84754051721995,-2363.3937419488248,8.192919587465259,1.0
151,-253.34378145091483,-24151.83379427903,4.41045835227338,0.0
152,-201.38543671770043,-11655.392316475312,7.214768188251529,1.0
153,-310.34831026069753,18329.119332649396,4.586473188453705,1.0
154,244.86823666177682,-11844.5096442147,8.096099864553056,1.0
155,301.7348679880646,2421.4669121819825,0.7056310259223897,0.0
156,256.13044383457645,7485.4574485147705,2.8220202199696507,0.0
157,520.2661153921009,3352.2469453348103,1.8183312835242293,0.0
158,-341.2797892575053,7815.829293620439,6.317428302106278,1.0
159,955.0277324000084,15500.067121516971,5.205649157688645,0.0
160,-659.3467875079167,19427.05283203876,2.5926768156703672,0.0
161,-797.9142655350207,4281.667355981296,2.354684693254901,0.0
162,1066.2660645439782,12654.011896471087,5.742586796551409,0.0
163,931.7289323350552,7657.6969801211435,6.784851859059692,1.0
164,849.1370514588664,13266.133031487,4.288655280275151,1.0
165,250.94948661969383,9355.871148226628,3.7672764578560205,0.0
166,928.012703468867,-11660.900339669059,6.4167032057707205,1.0
167,568.6650813914431,3393.449063990083,9.199313473312438,1.0
168,123.55913484994561,-18570.600636564854,0.3381836139564398,0.0
169,238.40933711037783,-1331.595382396051,1.0530685971369946,0.0
170,277.1183978742996,10359.28391588142,7.002829204215302,1.0
171,-109.93084169164608,5124.771245949458,8.6493391222625,1.0
172,219.8294276619584,10757.91961516656,7.222727395619913,1.0
173,391.26305666612274,-10876.602525515067,6.419575476033664,1.0
174,565.3173546552432,4324.045106093272,9.604273487706928,1.0
175,613.1984572496992,13230.947504960819,6.969141870125011,1.0
176,566.5820348831986,3193.8079081487535,7.0534343375415,1.0
177,40.12768525361976,15005.437234674067,1.2368850786947596,0.0
178,149.1575858928821,5146.935544353518,6.239908624478941,1.0
179,310.3127397219967,2939.189149350759,3.4069636967529746,0.0
180,533.1048573531591,-5156.518647823183,1.1273816484991606,0.0
181,786.5450841093024,-6273.079387847778,5.705898624803385,0.0
182,441.4506772302455,2055.067180881856,5.977887977204953,1.0
183,-45.89050714651533,-13776.121508148668,6.752334690262881,1.0
184,-301.9066087527665,-12845.223306442207,0.6563174677984396,0.0
185,633.2485098639418,5245.288747480873,6.3760197086956625,1.0
186,-562.2762394373251,-2745.9099215772603,0.18216058315949524,0.0
187,524.8441797175258,14998.768876565631,5.093297886302597,0.0
188,-598.7969824992894,14079.422666784472,6.158382672254562,1.0
189,-628.3376108192458,-3123.9664504954767,4.4956759418741745,1.0
190,-204.70072745698207,1200.5358076259643,4.440513650107979,0.0
191,-157.06693479907992,12149.075907705515,6.944223263149496,1.0
192,841.9467164696591,-3756.578733322064,0.4302964426642687,0.0
193,-563.5470647714994,21398.122156358484,0.3069519621159633,0.0
194,404.231742744516,11342.016441133734,2.5418526097868757,0.0
195,119.42314152462008,-2985.720392297929,0.9299666069230383,0.0
196,-37.80550218291378,13061.298176253194,5.421253186277176,0.0
197,181.6266465914819,3179.754101206301,3.059868414753013,0.0
198,443.1998247011496,-1053.252454562255,5.4678,0.0
199,-51.18925279749996,7442.423345709062,9.528478049722743,1.0
